log_id,aircraft_id,technician_id,maintenance_type,status,cost_usd,duration_hours,log_date,parts_replaced,notes,year,quarter,failure_within_30d
LOG-14621,AC-0009,TECH-0041,Tire & Brake Replacement,complete,2932.0,4.4,2021-11-16,0,Part ordered — awaiting delivery,2021,4,0
LOG-14622,AC-0065,TECH-0140,Fuel System Check,complete,5120.0,8.7,2021-11-16,9,Part ordered — awaiting delivery,2021,4,0
LOG-14623,AC-0059,TECH-0165,Tire & Brake Replacement,pending,4030.0,19.9,2021-11-16,6,Emergency repair required — grounded aircraft,2021,4,0
LOG-14624,AC-0102,TECH-0098,Fuel System Check,complete,4048.0,10.2,2021-11-16,2,All systems nominal post-maintenance,2021,4,0
LOG-14625,AC-0136,TECH-0055,Software Update,pending,799.0,8.6,2021-11-16,5,No notes provided,2021,4,0
LOG-14626,AC-0123,TECH-0045,Engine Inspection,pending,9965.0,11.5,2021-11-17,2,Issue found during inspection — escalated,2021,4,0
LOG-14627,AC-0146,TECH-0156,Engine Inspection,failed,17092.0,17.6,2021-11-17,0,Routine check completed successfully,2021,4,1
LOG-14628,AC-0091,TECH-0059,Tire & Brake Replacement,complete,2739.0,5.2,2021-11-17,3,No notes provided,2021,4,1
LOG-14629,AC-0096,TECH-0135,Tire & Brake Replacement,complete,3730.0,15.4,2021-11-17,7,Emergency repair required — grounded aircraft,2021,4,1
LOG-14630,AC-0058,TECH-0188,Tire & Brake Replacement,complete,4428.0,8.0,2021-11-17,6,Part ordered — awaiting delivery,2021,4,0
LOG-14631,AC-0032,TECH-0181,Structural Inspection,failed,2135.0,25.3,2021-11-17,10,Routine check completed successfully,2021,4,1
LOG-14632,AC-0048,TECH-0168,Hydraulic System Repair,complete,12233.0,7.5,2021-11-17,0,All systems nominal post-maintenance,2021,4,0
LOG-14633,AC-0045,TECH-0121,Software Update,failed,1630.0,69.0,2021-11-17,2,Replaced worn components — within tolerance,2021,4,1
LOG-14634,AC-0100,TECH-0125,Structural Inspection,complete,3525.0,9.1,2021-11-17,1,No notes provided,2021,4,0
LOG-14635,AC-0100,TECH-0052,Avionics Check,complete,7984.0,3.5,2021-11-17,5,Scheduled maintenance — no anomalies,2021,4,1
LOG-14636,AC-0046,TECH-0011,Software Update,complete,2833.0,10.4,2021-11-17,10,Scheduled maintenance — no anomalies,2021,4,0
LOG-14637,AC-0144,TECH-0096,Software Update,complete,2337.0,14.2,2021-11-17,11,Issue found during inspection — escalated,2021,4,0
LOG-14638,AC-0126,TECH-0178,Fuel System Check,failed,5591.0,52.3,2021-11-17,1,Follow-up inspection required within 30 days,2021,4,1
LOG-14639,AC-0046,TECH-0050,Fuel System Check,complete,3016.0,13.8,2021-11-17,1,Emergency repair required — grounded aircraft,2021,4,0
LOG-14640,AC-0121,TECH-0096,Engine Inspection,complete,12760.0,10.2,2021-11-17,11,Scheduled maintenance — no anomalies,2021,4,0
LOG-14641,AC-0088,TECH-0123,Fuel System Check,complete,2668.0,7.7,2021-11-17,11,Replaced worn components — within tolerance,2021,4,0
LOG-14642,AC-0061,TECH-0048,Tire & Brake Replacement,complete,2997.0,9.4,2021-11-17,8,Part ordered — awaiting delivery,2021,4,0
LOG-14643,AC-0046,TECH-0182,Tire & Brake Replacement,pending,3532.0,13.8,2021-11-17,11,Issue found during inspection — escalated,2021,4,0
LOG-14644,AC-0081,TECH-0134,Software Update,pending,2352.0,18.3,2021-11-17,11,Replaced worn components — within tolerance,2021,4,0
LOG-14645,AC-0045,TECH-0050,Structural Inspection,in_progress,3109.0,21.5,2021-11-17,6,Scheduled maintenance — no anomalies,2021,4,0
LOG-14646,AC-0118,TECH-0082,Engine Inspection,complete,12263.0,7.1,2021-11-17,3,All systems nominal post-maintenance,2021,4,0
LOG-14647,AC-0047,TECH-0131,Avionics Check,in_progress,8576.0,20.8,2021-11-17,10,Scheduled maintenance — no anomalies,2021,4,0
LOG-14648,AC-0023,TECH-0041,Hydraulic System Repair,complete,11025.5,8.6,2021-11-17,3,Part ordered — awaiting delivery,2021,4,0
LOG-14649,AC-0061,TECH-0028,Hydraulic System Repair,complete,14049.0,5.4,2021-11-17,5,Replaced worn components — within tolerance,2021,4,0
LOG-14650,AC-0013,TECH-0160,Hydraulic System Repair,complete,6103.0,1.9,2021-11-17,5,Scheduled maintenance — no anomalies,2021,4,1
LOG-14651,AC-0007,TECH-0167,Engine Inspection,complete,14725.0,4.8,2021-11-17,1,Follow-up inspection required within 30 days,2021,4,1
LOG-14652,AC-0141,TECH-0199,Structural Inspection,failed,9690.0,15.0,2021-11-17,8,Emergency repair required — grounded aircraft,2021,4,1
LOG-14653,AC-0028,TECH-0191,Landing Gear Service,complete,9116.0,7.5,2021-11-17,4,Routine check completed successfully,2021,4,0
LOG-14654,AC-0096,TECH-0147,Avionics Check,complete,11063.0,9.5,2021-11-17,0,Routine check completed successfully,2021,4,0
LOG-14655,AC-0107,TECH-0129,Engine Inspection,in_progress,9155.0,17.9,2021-11-17,11,Routine check completed successfully,2021,4,0
LOG-14656,AC-0098,TECH-0161,Software Update,pending,677.0,14.0,2021-11-17,11,Follow-up inspection required within 30 days,2021,4,0
LOG-14657,AC-0112,TECH-0033,Avionics Check,complete,9982.0,7.4,2021-11-17,6,Replaced worn components — within tolerance,2021,4,1
LOG-14658,AC-0001,TECH-0011,Engine Inspection,complete,13366.0,9.1,2021-11-17,6,No notes provided,2021,4,0
LOG-14659,AC-0043,TECH-0188,Software Update,failed,1243.0,44.6,2021-11-17,9,All systems nominal post-maintenance,2021,4,1
LOG-14660,AC-0042,TECH-0028,Hydraulic System Repair,complete,8710.0,3.6,2021-11-17,7,No notes provided,2021,4,1
LOG-14661,AC-0095,TECH-0190,Avionics Check,pending,11442.0,12.7,2021-11-17,1,All systems nominal post-maintenance,2021,4,0
LOG-14662,AC-0129,TECH-0047,Landing Gear Service,failed,4378.0,21.9,2021-11-17,8,Follow-up inspection required within 30 days,2021,4,1
LOG-14663,AC-0051,TECH-0145,Hydraulic System Repair,complete,17258.0,6.6,2021-11-17,10,Follow-up inspection required within 30 days,2021,4,0
LOG-14664,AC-0144,TECH-0074,Software Update,complete,2892.0,6.5,2021-11-17,0,Part ordered — awaiting delivery,2021,4,0
LOG-14665,AC-0015,TECH-0072,Hydraulic System Repair,complete,13791.0,15.7,2021-11-17,3,No notes provided,2021,4,0
LOG-14666,AC-0125,TECH-0137,Software Update,complete,2896.0,10.3,2021-11-17,4,No notes provided,2021,4,0
LOG-14667,AC-0087,TECH-0083,Tire & Brake Replacement,complete,2325.0,1.2,2021-11-17,10,Scheduled maintenance — no anomalies,2021,4,0
LOG-14668,AC-0053,TECH-0114,Landing Gear Service,complete,4668.0,15.1,2021-11-17,1,Issue found during inspection — escalated,2021,4,0
LOG-14669,AC-0145,TECH-0008,Landing Gear Service,complete,4642.0,7.9,2021-11-17,3,Replaced worn components — within tolerance,2021,4,0
LOG-14670,AC-0089,TECH-0187,Hydraulic System Repair,complete,11501.0,1.7,2021-11-17,3,Replaced worn components — within tolerance,2021,4,0
LOG-14671,AC-0106,TECH-0069,Landing Gear Service,complete,4685.0,5.3,2021-11-17,0,No notes provided,2021,4,0
LOG-14672,AC-0006,TECH-0078,Fuel System Check,pending,2329.0,11.7,2021-11-18,10,Part ordered — awaiting delivery,2021,4,0
LOG-14673,AC-0031,TECH-0045,Software Update,complete,2668.0,12.7,2021-11-18,11,Follow-up inspection required within 30 days,2021,4,0
LOG-14674,AC-0040,TECH-0161,Software Update,complete,1387.0,8.6,2021-11-18,9,Part ordered — awaiting delivery,2021,4,0
LOG-14675,AC-0069,TECH-0107,Software Update,in_progress,1729.5,21.1,2021-11-18,4,No notes provided,2021,4,1
LOG-14676,AC-0135,TECH-0038,Hydraulic System Repair,complete,16936.0,11.1,2021-11-18,6,No notes provided,2021,4,0
LOG-14677,AC-0013,TECH-0191,Structural Inspection,complete,4248.0,6.0,2021-11-18,0,Part ordered — awaiting delivery,2021,4,0
LOG-14678,AC-0004,TECH-0140,Tire & Brake Replacement,complete,2766.0,5.4,2021-11-18,11,No notes provided,2021,4,1
LOG-14679,AC-0003,TECH-0067,Engine Inspection,complete,19354.0,6.2,2021-11-18,7,Replaced worn components — within tolerance,2021,4,0
LOG-14680,AC-0140,TECH-0104,Fuel System Check,complete,2370.0,15.6,2021-11-18,0,Emergency repair required — grounded aircraft,2021,4,0
LOG-14681,AC-0065,TECH-0157,Structural Inspection,complete,6796.0,7.0,2021-11-18,10,Follow-up inspection required within 30 days,2021,4,1
LOG-14682,AC-0027,TECH-0150,Engine Inspection,complete,24716.0,1.6,2021-11-18,10,No notes provided,2021,4,0
LOG-14683,AC-0107,TECH-0162,Engine Inspection,complete,24540.0,14.3,2021-11-18,10,Routine check completed successfully,2021,4,0
LOG-14684,AC-0050,TECH-0070,Structural Inspection,complete,7237.0,8.2,2021-11-18,8,Part ordered — awaiting delivery,2021,4,0
LOG-14685,AC-0017,TECH-0099,Tire & Brake Replacement,pending,2489.0,5.2,2021-11-18,0,No notes provided,2021,4,0
LOG-14686,AC-0032,TECH-0167,Tire & Brake Replacement,complete,1729.0,3.9,2021-11-18,2,Part ordered — awaiting delivery,2021,4,0
LOG-14687,AC-0017,TECH-0144,Engine Inspection,in_progress,22430.0,17.3,2021-11-18,8,Issue found during inspection — escalated,2021,4,0
LOG-14688,AC-0034,TECH-0159,Engine Inspection,in_progress,19330.0,20.3,2021-11-18,5,No notes provided,2021,4,0
LOG-14689,AC-0035,TECH-0177,Fuel System Check,complete,5125.0,8.2,2021-11-18,10,No notes provided,2021,4,0
LOG-14690,AC-0146,TECH-0044,Fuel System Check,complete,5498.0,6.1,2021-11-18,5,No notes provided,2021,4,0
LOG-14691,AC-0050,TECH-0046,Hydraulic System Repair,complete,17539.0,2.8,2021-11-18,4,Issue found during inspection — escalated,2021,4,0
LOG-14692,AC-0103,TECH-0129,Engine Inspection,complete,9931.0,13.7,2021-11-18,5,Emergency repair required — grounded aircraft,2021,4,1
LOG-14693,AC-0033,TECH-0122,Software Update,complete,1556.0,12.5,2021-11-18,3,All systems nominal post-maintenance,2021,4,0
LOG-14694,AC-0089,TECH-0044,Tire & Brake Replacement,complete,3342.0,7.1,2021-11-18,11,No notes provided,2021,4,0
LOG-14695,AC-0129,TECH-0084,Tire & Brake Replacement,complete,1275.0,13.0,2021-11-18,3,No notes provided,2021,4,0
LOG-14696,AC-0085,TECH-0087,Landing Gear Service,complete,3957.0,9.4,2021-11-18,2,Issue found during inspection — escalated,2021,4,0
LOG-14697,AC-0059,TECH-0084,Tire & Brake Replacement,complete,809.0,5.8,2021-11-18,1,Issue found during inspection — escalated,2021,4,0
LOG-14698,AC-0010,TECH-0096,Software Update,complete,2132.0,2.5,2021-11-18,5,Issue found during inspection — escalated,2021,4,0
LOG-14699,AC-0057,TECH-0046,Engine Inspection,complete,18558.0,1.5,2021-11-18,5,Routine check completed successfully,2021,4,0
LOG-14700,AC-0066,TECH-0072,Tire & Brake Replacement,pending,2648.0,7.4,2021-11-18,3,Follow-up inspection required within 30 days,2021,4,0
LOG-14701,AC-0119,TECH-0181,Avionics Check,in_progress,9982.0,24.5,2021-11-18,8,Scheduled maintenance — no anomalies,2021,4,0
LOG-14702,AC-0112,TECH-0161,Hydraulic System Repair,complete,8307.0,12.4,2021-11-18,7,Emergency repair required — grounded aircraft,2021,4,0
LOG-14703,AC-0015,TECH-0173,Hydraulic System Repair,pending,13022.0,9.5,2021-11-18,9,Follow-up inspection required within 30 days,2021,4,0
LOG-14704,AC-0013,TECH-0192,Tire & Brake Replacement,complete,2649.0,4.3,2021-11-18,1,Emergency repair required — grounded aircraft,2021,4,0
LOG-14705,AC-0114,TECH-0094,Engine Inspection,in_progress,24532.0,10.2,2021-11-18,3,No notes provided,2021,4,0
LOG-14706,AC-0118,TECH-0131,Avionics Check,failed,11596.0,47.1,2021-11-18,5,No notes provided,2021,4,1
LOG-14707,AC-0142,TECH-0152,Software Update,in_progress,1760.0,5.5,2021-11-18,3,Replaced worn components — within tolerance,2021,4,0
LOG-14708,AC-0114,TECH-0159,Fuel System Check,failed,1675.0,70.6,2021-11-18,9,Part ordered — awaiting delivery,2021,4,1
LOG-14709,AC-0034,TECH-0071,Avionics Check,complete,11828.0,6.7,2021-11-18,8,Follow-up inspection required within 30 days,2021,4,1
LOG-14710,AC-0101,TECH-0040,Hydraulic System Repair,complete,11969.0,8.6,2021-11-18,1,No notes provided,2021,4,0
LOG-14711,AC-0025,TECH-0178,Structural Inspection,complete,7063.0,10.4,2021-11-18,4,Follow-up inspection required within 30 days,2021,4,0
LOG-14712,AC-0112,TECH-0074,Tire & Brake Replacement,in_progress,2440.0,10.4,2021-11-18,6,No notes provided,2021,4,0
LOG-14713,AC-0054,TECH-0015,Avionics Check,complete,10253.0,3.9,2021-11-18,9,Routine check completed successfully,2021,4,0
LOG-14714,AC-0012,TECH-0119,Engine Inspection,complete,23689.0,3.8,2021-11-18,4,No notes provided,2021,4,0
LOG-14715,AC-0126,TECH-0021,Tire & Brake Replacement,complete,1708.0,15.7,2021-11-18,8,Replaced worn components — within tolerance,2021,4,0
LOG-14716,AC-0137,TECH-0021,Fuel System Check,in_progress,2446.0,18.5,2021-11-18,4,Follow-up inspection required within 30 days,2021,4,0
LOG-14717,AC-0031,TECH-0060,Landing Gear Service,pending,7510.5,16.1,2021-11-18,3,No notes provided,2021,4,0
LOG-14718,AC-0078,TECH-0106,Software Update,complete,1311.0,7.0,2021-11-19,3,Follow-up inspection required within 30 days,2021,4,0
LOG-14719,AC-0053,TECH-0065,Structural Inspection,complete,8714.0,2.6,2021-11-19,9,Issue found during inspection — escalated,2021,4,0
LOG-14720,AC-0112,TECH-0149,Engine Inspection,complete,12358.0,9.6,2021-11-19,9,No notes provided,2021,4,0
LOG-14721,AC-0043,TECH-0183,Engine Inspection,complete,22321.0,16.0,2021-11-19,1,No notes provided,2021,4,0
LOG-14722,AC-0042,TECH-0069,Fuel System Check,complete,3734.5,13.7,2021-11-19,0,Routine check completed successfully,2021,4,1
LOG-14723,AC-0124,TECH-0110,Structural Inspection,in_progress,3462.0,22.7,2021-11-19,8,Replaced worn components — within tolerance,2021,4,0
LOG-14724,AC-0067,TECH-0026,Tire & Brake Replacement,complete,1344.0,5.1,2021-11-19,5,Issue found during inspection — escalated,2021,4,0
LOG-14725,AC-0066,TECH-0075,Fuel System Check,complete,4582.0,11.9,2021-11-19,9,Scheduled maintenance — no anomalies,2021,4,0
LOG-14726,AC-0144,TECH-0055,Software Update,in_progress,1073.0,17.3,2021-11-19,1,Follow-up inspection required within 30 days,2021,4,0
LOG-14727,AC-0083,TECH-0113,Software Update,complete,2823.0,7.9,2021-11-19,0,Emergency repair required — grounded aircraft,2021,4,0
LOG-14728,AC-0094,TECH-0046,Landing Gear Service,complete,10316.0,1.0,2021-11-19,11,No notes provided,2021,4,0
LOG-14729,AC-0105,TECH-0190,Structural Inspection,in_progress,8556.0,5.4,2021-11-19,9,All systems nominal post-maintenance,2021,4,1
LOG-14730,AC-0144,TECH-0070,Software Update,complete,622.0,5.0,2021-11-19,11,No notes provided,2021,4,0
LOG-14731,AC-0031,TECH-0182,Hydraulic System Repair,in_progress,7383.0,21.6,2021-11-19,7,Follow-up inspection required within 30 days,2021,4,0
LOG-14732,AC-0118,TECH-0132,Engine Inspection,complete,15158.0,8.1,2021-11-19,6,No notes provided,2021,4,0
LOG-14733,AC-0028,TECH-0173,Hydraulic System Repair,complete,7424.0,5.6,2021-11-19,5,Follow-up inspection required within 30 days,2021,4,1
LOG-14734,AC-0004,TECH-0054,Hydraulic System Repair,complete,8569.0,14.9,2021-11-19,5,No notes provided,2021,4,0
LOG-14735,AC-0138,TECH-0181,Software Update,complete,861.0,8.4,2021-11-19,9,Issue found during inspection — escalated,2021,4,0
LOG-14736,AC-0018,TECH-0172,Hydraulic System Repair,complete,5712.0,1.3,2021-11-19,1,Issue found during inspection — escalated,2021,4,0
LOG-14737,AC-0047,TECH-0087,Landing Gear Service,failed,6301.0,53.3,2021-11-19,1,Part ordered — awaiting delivery,2021,4,1
LOG-14738,AC-0009,TECH-0096,Fuel System Check,complete,3734.5,10.7,2021-11-19,4,Scheduled maintenance — no anomalies,2021,4,0
LOG-14739,AC-0029,TECH-0120,Engine Inspection,complete,22966.0,16.0,2021-11-19,1,No notes provided,2021,4,1
LOG-14740,AC-0144,TECH-0036,Hydraulic System Repair,complete,11519.0,14.5,2021-11-19,11,Replaced worn components — within tolerance,2021,4,0
LOG-14741,AC-0092,TECH-0034,Software Update,in_progress,2238.0,25.3,2021-11-19,11,No notes provided,2021,4,1
LOG-14742,AC-0149,TECH-0180,Hydraulic System Repair,in_progress,8558.0,11.8,2021-11-19,2,Emergency repair required — grounded aircraft,2021,4,0
LOG-14743,AC-0064,TECH-0134,Hydraulic System Repair,complete,6027.0,8.4,2021-11-19,2,Routine check completed successfully,2021,4,0
LOG-14744,AC-0111,TECH-0166,Avionics Check,complete,5603.0,10.7,2021-11-19,4,Emergency repair required — grounded aircraft,2021,4,0
LOG-14745,AC-0124,TECH-0086,Engine Inspection,complete,15640.0,8.1,2021-11-19,8,Follow-up inspection required within 30 days,2021,4,0
LOG-14746,AC-0110,TECH-0033,Hydraulic System Repair,pending,10658.0,14.7,2021-11-19,1,Issue found during inspection — escalated,2021,4,0
LOG-14747,AC-0118,TECH-0055,Landing Gear Service,in_progress,6864.0,7.9,2021-11-19,11,Emergency repair required — grounded aircraft,2021,4,0
LOG-14748,AC-0100,TECH-0023,Tire & Brake Replacement,complete,3077.0,3.6,2021-11-19,6,Replaced worn components — within tolerance,2021,4,0
LOG-14749,AC-0031,TECH-0125,Avionics Check,complete,10209.0,15.9,2021-11-19,2,All systems nominal post-maintenance,2021,4,0
LOG-14750,AC-0081,TECH-0044,Avionics Check,complete,11995.0,10.4,2021-11-19,0,Routine check completed successfully,2021,4,0
LOG-14751,AC-0046,TECH-0100,Software Update,complete,1729.5,3.0,2021-11-19,7,No notes provided,2021,4,1
LOG-14752,AC-0049,TECH-0028,Fuel System Check,complete,5419.0,7.4,2021-11-19,4,Replaced worn components — within tolerance,2021,4,1
LOG-14753,AC-0042,TECH-0064,Structural Inspection,pending,4414.0,19.9,2021-11-19,2,Replaced worn components — within tolerance,2021,4,0
LOG-14754,AC-0112,TECH-0048,Landing Gear Service,complete,8658.0,2.4,2021-11-19,8,Issue found during inspection — escalated,2021,4,0
LOG-14755,AC-0027,TECH-0059,Structural Inspection,in_progress,9719.0,21.2,2021-11-19,8,Scheduled maintenance — no anomalies,2021,4,0
LOG-14756,AC-0088,TECH-0059,Avionics Check,complete,9982.0,12.7,2021-11-19,0,Follow-up inspection required within 30 days,2021,4,0
LOG-14757,AC-0121,TECH-0043,Structural Inspection,complete,7106.0,15.6,2021-11-19,1,Issue found during inspection — escalated,2021,4,0
LOG-14758,AC-0003,TECH-0171,Fuel System Check,complete,5203.0,6.2,2021-11-19,8,Emergency repair required — grounded aircraft,2021,4,0
LOG-14759,AC-0060,TECH-0141,Structural Inspection,in_progress,3035.0,11.8,2021-11-19,7,Routine check completed successfully,2021,4,0
LOG-14760,AC-0079,TECH-0072,Software Update,pending,932.0,8.4,2021-11-19,9,No notes provided,2021,4,0
LOG-14761,AC-0145,TECH-0043,Software Update,complete,2754.0,6.9,2021-11-19,11,Scheduled maintenance — no anomalies,2021,4,1
LOG-14762,AC-0032,TECH-0013,Structural Inspection,complete,9557.0,7.9,2021-11-19,2,Scheduled maintenance — no anomalies,2021,4,1
LOG-14763,AC-0007,TECH-0163,Hydraulic System Repair,failed,7396.0,19.2,2021-11-19,3,Replaced worn components — within tolerance,2021,4,1
LOG-14764,AC-0071,TECH-0139,Avionics Check,pending,9982.0,8.1,2021-11-20,7,Issue found during inspection — escalated,2021,4,1
LOG-14765,AC-0128,TECH-0149,Structural Inspection,in_progress,8425.0,14.0,2021-11-20,6,Part ordered — awaiting delivery,2021,4,0
LOG-14766,AC-0058,TECH-0200,Fuel System Check,in_progress,2534.0,31.3,2021-11-20,0,Part ordered — awaiting delivery,2021,4,0
LOG-14767,AC-0112,TECH-0106,Landing Gear Service,complete,8999.0,13.0,2021-11-20,6,Replaced worn components — within tolerance,2021,4,1
LOG-14768,AC-0048,TECH-0154,Software Update,in_progress,858.0,16.8,2021-11-20,8,Part ordered — awaiting delivery,2021,4,0
LOG-14769,AC-0111,TECH-0094,Hydraulic System Repair,complete,9323.0,15.7,2021-11-20,6,Emergency repair required — grounded aircraft,2021,4,1
LOG-14770,AC-0071,TECH-0050,Avionics Check,complete,9874.0,8.9,2021-11-20,4,All systems nominal post-maintenance,2021,4,1
LOG-14771,AC-0075,TECH-0049,Avionics Check,complete,8587.0,6.4,2021-11-20,11,Emergency repair required — grounded aircraft,2021,4,0
LOG-14772,AC-0074,TECH-0103,Tire & Brake Replacement,complete,3409.0,1.8,2021-11-20,7,Part ordered — awaiting delivery,2021,4,0
LOG-14773,AC-0121,TECH-0090,Engine Inspection,complete,16579.0,12.2,2021-11-20,2,Follow-up inspection required within 30 days,2021,4,0
LOG-14774,AC-0055,TECH-0091,Avionics Check,pending,10638.0,17.3,2021-11-20,2,Follow-up inspection required within 30 days,2021,4,0
LOG-14775,AC-0041,TECH-0086,Structural Inspection,complete,6405.0,7.7,2021-11-20,11,No notes provided,2021,4,0
LOG-14776,AC-0097,TECH-0013,Engine Inspection,complete,16437.0,15.8,2021-11-20,2,No notes provided,2021,4,0
LOG-14777,AC-0148,TECH-0167,Avionics Check,complete,14600.0,11.1,2021-11-20,1,No notes provided,2021,4,0
LOG-14778,AC-0033,TECH-0183,Hydraulic System Repair,complete,4274.0,10.9,2021-11-20,9,Issue found during inspection — escalated,2021,4,0
LOG-14779,AC-0034,TECH-0007,Avionics Check,failed,6070.0,19.9,2021-11-20,6,No notes provided,2021,4,1
LOG-14780,AC-0062,TECH-0171,Fuel System Check,complete,3387.0,1.8,2021-11-20,8,Issue found during inspection — escalated,2021,4,0
LOG-14781,AC-0019,TECH-0042,Fuel System Check,complete,5282.0,6.5,2021-11-20,10,No notes provided,2021,4,1
LOG-14782,AC-0010,TECH-0186,Software Update,complete,2828.0,11.0,2021-11-20,10,All systems nominal post-maintenance,2021,4,0
LOG-14783,AC-0120,TECH-0140,Tire & Brake Replacement,complete,4775.0,4.2,2021-11-20,9,No notes provided,2021,4,1
LOG-14784,AC-0123,TECH-0013,Hydraulic System Repair,complete,7315.0,15.1,2021-11-20,7,All systems nominal post-maintenance,2021,4,1
LOG-14785,AC-0104,TECH-0012,Avionics Check,pending,9200.0,2.2,2021-11-20,2,Scheduled maintenance — no anomalies,2021,4,0
LOG-14786,AC-0141,TECH-0038,Tire & Brake Replacement,complete,3606.0,6.9,2021-11-20,2,Routine check completed successfully,2021,4,0
LOG-14787,AC-0005,TECH-0003,Avionics Check,failed,13472.0,27.0,2021-11-20,5,Routine check completed successfully,2021,4,1
LOG-14788,AC-0058,TECH-0200,Structural Inspection,pending,7371.0,12.8,2021-11-20,7,Routine check completed successfully,2021,4,1
LOG-14789,AC-0059,TECH-0062,Avionics Check,in_progress,14010.0,29.9,2021-11-20,11,No notes provided,2021,4,1
LOG-14790,AC-0128,TECH-0159,Structural Inspection,complete,3704.0,5.7,2021-11-20,5,No notes provided,2021,4,0
LOG-14791,AC-0086,TECH-0200,Tire & Brake Replacement,complete,3113.0,6.8,2021-11-20,4,Issue found during inspection — escalated,2021,4,0
LOG-14792,AC-0104,TECH-0037,Engine Inspection,failed,16448.0,65.5,2021-11-20,5,Replaced worn components — within tolerance,2021,4,1
LOG-14793,AC-0143,TECH-0024,Tire & Brake Replacement,complete,4400.0,14.0,2021-11-20,10,Emergency repair required — grounded aircraft,2021,4,1
LOG-14794,AC-0129,TECH-0092,Avionics Check,complete,6227.0,2.9,2021-11-20,0,Emergency repair required — grounded aircraft,2021,4,0
LOG-14795,AC-0038,TECH-0068,Fuel System Check,complete,4181.0,11.7,2021-11-20,10,Part ordered — awaiting delivery,2021,4,0
LOG-14796,AC-0107,TECH-0064,Structural Inspection,failed,7404.0,41.8,2021-11-20,9,Scheduled maintenance — no anomalies,2021,4,1
LOG-14797,AC-0109,TECH-0144,Software Update,complete,891.0,14.9,2021-11-20,6,Part ordered — awaiting delivery,2021,4,0
LOG-14798,AC-0053,TECH-0018,Software Update,complete,2404.0,5.8,2021-11-20,4,No notes provided,2021,4,0
LOG-14799,AC-0052,TECH-0068,Hydraulic System Repair,complete,12567.0,10.8,2021-11-20,2,Part ordered — awaiting delivery,2021,4,1
LOG-14800,AC-0001,TECH-0168,Engine Inspection,in_progress,11054.0,30.3,2021-11-20,4,Part ordered — awaiting delivery,2021,4,0
LOG-14801,AC-0011,TECH-0058,Engine Inspection,complete,23382.0,7.8,2021-11-20,0,No notes provided,2021,4,0
LOG-14802,AC-0058,TECH-0123,Hydraulic System Repair,complete,15875.0,11.3,2021-11-20,5,Issue found during inspection — escalated,2021,4,1
LOG-14803,AC-0128,TECH-0045,Engine Inspection,complete,8780.0,13.3,2021-11-20,6,Emergency repair required — grounded aircraft,2021,4,0
LOG-14804,AC-0044,TECH-0053,Hydraulic System Repair,failed,6905.0,44.5,2021-11-20,3,Scheduled maintenance — no anomalies,2021,4,1
LOG-14805,AC-0006,TECH-0027,Landing Gear Service,complete,6429.0,6.8,2021-11-20,2,Issue found during inspection — escalated,2021,4,1
LOG-14806,AC-0008,TECH-0118,Tire & Brake Replacement,pending,3045.0,10.6,2021-11-20,9,No notes provided,2021,4,1
LOG-14807,AC-0005,TECH-0036,Structural Inspection,complete,6452.0,9.2,2021-11-20,1,Scheduled maintenance — no anomalies,2021,4,0
LOG-14808,AC-0106,TECH-0196,Avionics Check,complete,6438.0,4.7,2021-11-20,11,Issue found during inspection — escalated,2021,4,0
LOG-14809,AC-0112,TECH-0100,Engine Inspection,pending,9888.0,6.7,2021-11-21,4,Replaced worn components — within tolerance,2021,4,0
LOG-14810,AC-0017,TECH-0141,Tire & Brake Replacement,complete,4716.0,15.5,2021-11-21,8,Replaced worn components — within tolerance,2021,4,0
LOG-14811,AC-0009,TECH-0179,Landing Gear Service,complete,9640.0,13.4,2021-11-21,7,Routine check completed successfully,2021,4,0
LOG-14812,AC-0078,TECH-0176,Software Update,complete,807.0,8.2,2021-11-21,8,Replaced worn components — within tolerance,2021,4,0
LOG-14813,AC-0014,TECH-0188,Hydraulic System Repair,complete,16437.0,11.2,2021-11-21,6,No notes provided,2021,4,0
LOG-14814,AC-0113,TECH-0106,Avionics Check,complete,7583.0,10.0,2021-11-21,9,Replaced worn components — within tolerance,2021,4,1
LOG-14815,AC-0091,TECH-0101,Hydraulic System Repair,complete,9374.0,7.4,2021-11-21,2,Scheduled maintenance — no anomalies,2021,4,0
LOG-14816,AC-0025,TECH-0111,Hydraulic System Repair,complete,12986.0,4.9,2021-11-21,10,No notes provided,2021,4,0
LOG-14817,AC-0098,TECH-0198,Tire & Brake Replacement,in_progress,3520.0,17.6,2021-11-21,3,Issue found during inspection — escalated,2021,4,1
LOG-14818,AC-0003,TECH-0179,Hydraulic System Repair,in_progress,11132.0,7.9,2021-11-21,8,All systems nominal post-maintenance,2021,4,1
LOG-14819,AC-0139,TECH-0014,Engine Inspection,complete,10263.0,12.5,2021-11-21,10,Follow-up inspection required within 30 days,2021,4,0
LOG-14820,AC-0112,TECH-0171,Landing Gear Service,complete,5765.0,9.3,2021-11-21,8,Routine check completed successfully,2021,4,0
LOG-14821,AC-0146,TECH-0003,Engine Inspection,complete,16180.0,3.0,2021-11-21,1,Issue found during inspection — escalated,2021,4,0
LOG-14822,AC-0047,TECH-0153,Avionics Check,in_progress,9982.0,29.7,2021-11-21,1,Part ordered — awaiting delivery,2021,4,0
